"name","year","id","type__001","type__002","type__003","rate","story","director__001","director__002","actor__001","actor__002","actor__003","actor__004"
"笑八仙","1993","1302554","喜剧","","","6.3","人世间民不聊生，生灵涂炭。仙界群仙决定集合众仙之力，拯救世人于水深火热之中。遂众仙合力炼造六颗分别代表仁、义、孝、悌、忠、信的济世明珠，于王母娘娘大寿之日，以济世明珠福泽凡间。然而无恶不作的天魔获悉此事，人魔大战，一触即发。危急时刻，八仙重出江湖，与妖魔们斗智斗勇，最终以少胜多，令凡间众生安享太平。\n民间广为流传的道教八仙的故事已是大家最脍炙人口的故事之一，本片在这八位神仙的原型基础上加以演绎和夸张，上演了一部爆笑连连的无厘头风格喜剧电影。影片众星云集，由关之琳、郑少秋、吴君如、吴孟达、郑丹瑞、黎彼得、刘洵、成奎安、温兆伦等联袂出演。©豆瓣","蒋家骏","","关之琳","郑少秋","吴君如","吴孟达"
"白莲邪神","1993","1304701","武侠","","","5.5","《白莲邪神》是晚清风云三部曲的第一部，第二部为《武状元铁桥三》，第三部为《壮士断臂》\n主演为杜少津和叶全真，袁洁莹客串了一个格格，露脸大概一分钟","郑兆强","","杜少津","叶全真","袁洁莹",""
"走佬威龙","1993","1299400","喜剧","动作","犯罪","5.2","","梁家仁","","梁家仁","曾志伟","叶玉卿",""
"同居关系","1993","1304486","情色","","","5.7","阿Paul从澳门来港，与友人Alex开设发廊。发廊内Alex结识了Eliza，Alex的热诚，绅绅感动Eliza，使得Eliza恋上这个不羁的发型师。另一方面，Paul则因为找寻新居而结识地产经纪阿Ann，二人志趣相投，遂激发阿Ann离开她在新界的旧居，与阿Paul共赋同居，从新的同居生活中，二人真的堕入爱河。两对青年男女经过一波三折，终于走上快乐的爱情道上。","张肇麟","","吴大维","李婉华","罗慧娟",""
"新难兄难弟","1993","1297032","剧情","喜剧","","8","时值九十年代的香港，父亲楚帆（梁家辉 饰）讲义气爱吹牛，儿子楚原（梁朝伟 饰）却冷漠实际，二人无法沟通，矛盾不断，母亲（刘嘉玲 饰）夹在二人中间左右为难。中秋节楚帆心软放走匪导致自己受伤昏迷，楚原却借探望父亲的机会又和医院女医生鬼混，女友阿夷（袁咏仪 饰）好心劝慰却无法令浪子回头。 当夜正值木星和月亮交叠，楚原误打误撞掉入一口施工用井中，却重返几十年前和风华正茂的父亲及春风街邻居重新相识。楚原这才知道，原来母亲罗拉当年亦是富家小姐，年轻漂亮却倾心热心英俊的电车厂工人楚帆，两人的爱情被外公百般阻拦……©豆瓣","陈可辛","李志毅","梁家辉","梁朝伟","刘嘉玲","袁咏仪"
"艳降","1993","25743033","动作","犯罪","奇幻","4.7","泰国华侨章春地, 来港娶妻徐雪丽, 春父年前中邪去世, 与外表善良, 但内里险诈的二叔共同打理袓传的米行. 二叔被贵利迫到走投无路, 便要求春把米行押与银行, 但他的恶行被丽揭破, 从此二叔便视丽为眼中钉. 二叔从泰国请来降头师毒害丽, 他们便找来教主玛利亚求助, 于是教主与降头师展开激烈斗法......","蒋硕龙","","方中信","吴家丽","西协美智子","汪永芳"
"倚天屠龙记之魔教教主","1993","1299059","动作","奇幻","武侠","7.7","张翠山（吴镇宇 饰）携妻及子张无忌（李连杰 饰）从孤岛出发赶去给其师父贺百岁大寿的途中，被人暗算，张无忌中寒冰掌。在武当山，张翠山和妻子被各大门派逼迫致死，张无忌也不再能练习武功，只能靠张三丰每日所输真气得以残活。张三丰的举动引来宋青书（邹兆龙 饰）的妒忌，他联合了峨眉女弟子周芷若（黎姿 饰）共同对付张无 忌。明教圣女小昭（邱淑贞 饰）令张无忌改变命运，使其先在断崖上遇到高人治好体内寒冰毒、学会九成“九阳神功”，又在明教禁地练得“乾坤大挪移心法”。得知蒙古郡主赵敏（张敏 饰）设计令江湖六大派围攻光明顶想歼灭明教时，张无忌决意为拯救明教赴汤蹈火。©豆瓣","王晶","","李连杰","张敏","邱淑贞","黎姿"
"shen女的欲望","1993","1293818","剧情","爱情","音乐","8","爱达（霍利·亨特 Holly Hunter 饰）是语言表达上有障碍的女人，她所有的心思情绪全都凭着那美妙的钢琴乐曲飘然而出。丈夫早逝，她只好带着女儿一起远赴新西兰改嫁给当地的殖民者斯图尔特。当他们到达新西兰的海滩时，丈夫嫌搬运钢琴麻烦，想把它扔在海滩。爱达在海滩边疯狂地弹奏 着钢琴，宣泄着内心的不满与苦闷。\n邻居贝因（哈威·凯特尔 Harvey Keitel 饰）听出了爱达内心的苦闷，于是用八十亩土地和斯图尔特交换了钢琴，并请爱达天天到他家来教他弹钢琴，承诺一堂课可以换回一个琴键。爱达欣然同意了。贝因深爱着爱达，通过一节节钢琴课，两人的情感渐渐滋长。©豆瓣","简·坎皮恩","","霍利·亨特","哈威·凯特尔","山姆·尼尔","安娜·帕奎因"
"抢钱夫妻","1993","1296747","喜剧","","","8.2","资深电视报道员蒋有为（许冠文）被医生诊断患肠癌，并且只能活3个月。电视台老板得知他的病情，本想炒他就鱼，后来又利用他提高节目收视率。蒋有为为了家人今后有生活保障，隐瞒病情拼命赚钱，一番拼搏使他既赚了钱又赢得公众信赖。长女阿诗（陈少霞）得知真相告诉家人，家人忧心忡忡。终于，蒋有为在一次新闻报道时揭露了电视台的骗局，告诫大众不要轻信媒体。他本人的肠癌切除术最终失败。","张之亮","","许冠文","萧芳芳","邓一君","陈少霞"
"白发魔女2","1993","1294564","动作","奇幻","爱情","6.6","自从邪教魔女练霓裳（林青霞饰）与武当首徒卓一航（张国荣饰）分道扬镳之后，从此销声匿迹。但数年之后魔女却已走火入魔，建立魔宫，并练得天下无敌奇功，四处杀戮正派人士。卓却独自呆守于雪峰顶，待奇花盛开之日再觅爱人芳踪，让昔日爱人重生黑发。\n适逢武当后人封俊杰（陈锦鸿饰）迎娶点苍派玉女虞琴（万绮雯饰）之夜，魔女再现，杀宾客掳新娘，杰为救虞琴不幸身负重伤。武当派除杰与小师弟绿痕之外，亦无人幸免。\n杰与绿痕遂联合各派小侠，准备向魔女的魔宫进攻，营救爱妻，誓杀魔女。©豆瓣","胡大为","","林青霞","陈锦鸿","钟丽缇","万绮雯"
"冇警时份","1993","1298447","动作","犯罪","","6.1","原身为重案组干探的陈威（任达华），功绩彪炳，与妻（于莉）恩爱非常，将要晋升之际，不幸在“AK47”案件中失去同袍好友，从此自疚万分，活在恐怖的回忆中，其后更患心理自闭症，被妻误会另结新欢，导致离婚。威爱情失意之时，更被贬职至离岛当值，适逢其妻为救妹惨被歹徒凌辱，威目睹一切，悲痛欲绝，终于克服心理，决与人兽展开一场生死战。   此外，曾任越战军人的张横（黄光亮），虽现为大陆渔民，但知足常乐，因工作关系需经常进出香港离岛。他为人性格和善，深明社会法律及做人原则，不幸常遭一群生活在文明社会中，身负岛屿治安之民防自卫队歧视，在人性理智埋没下，施以虐待及凌辱，更将其妻轮奸杀害。张横在死亡边缘挣扎过来，潜回大陆，并伙同三名灭绝人性的战友，回离岛找凶徒报仇，怎料他们经过战争洗礼，早已变成杀人野兽，不受张横控制，由报仇演变屠村惨剧，张横后悔已晚，一场恶梦由此展开。   另一方面，时下青年像莉妹（吴妙仪）与炮王（何沛东）对社会责任及人性标准，常抱消极不羁的态度，随后经过一场人兽灾劫，从此深明人性脆弱及恐怖的一面。","李炯楷","","任达华","于莉","黄光亮",""
